ticker,report_date,filing_date,accept_et,timing,source
TXN,2022-01-25,2022-01-25,2022-01-25 16:02 ET,amc,8k
TXN,2022-04-26,2022-04-26,2022-04-26 16:04 ET,amc,8k
TXN,2022-07-26,2022-07-26,2022-07-26 16:04 ET,amc,8k
TXN,2022-10-25,2022-10-25,2022-10-25 16:04 ET,amc,8k
TXN,2023-01-24,2023-01-24,2023-01-24 16:03 ET,amc,8k
TXN,2023-04-25,2023-04-25,2023-04-25 16:03 ET,amc,8k
TXN,2023-07-25,2023-07-25,2023-07-25 16:03 ET,amc,8k
TXN,2023-10-24,2023-10-24,2023-10-24 16:03 ET,amc,8k
TXN,2024-01-23,2024-01-23,2024-01-23 16:03 ET,amc,8k
TXN,2024-04-23,2024-04-23,2024-04-23 16:04 ET,amc,8k
TXN,2024-07-23,2024-07-23,2024-07-23 16:03 ET,amc,8k
TXN,2024-10-22,2024-10-22,2024-10-22 16:03 ET,amc,8k
TXN,2025-01-23,2025-01-23,2025-01-23 16:05 ET,amc,8k
TXN,2025-04-23,2025-04-23,2025-04-23 16:04 ET,amc,8k
TXN,2025-07-22,2025-07-22,2025-07-22 16:03 ET,amc,8k
TXN,2025-10-21,2025-10-21,2025-10-21 16:05 ET,amc,8k
TXN,2026-01-27,2026-01-27,2026-01-27 16:05 ET,amc,8k
TXN,2026-04-22,2026-04-22,2026-04-22 16:03 ET,amc,8k
TXN,2026-07-22,2026-07-22,2026-07-22 16:04 ET,amc,8k
VRTX,2018-01-31,2018-01-31,2018-01-31 16:11 ET,amc,8k
VRTX,2018-04-26,2018-04-26,2018-04-26 16:10 ET,amc,8k
VRTX,2018-07-25,2018-07-25,2018-07-25 16:08 ET,amc,8k
VRTX,2018-10-24,2018-10-24,2018-10-24 16:13 ET,amc,8k
VRTX,2019-02-05,2019-02-05,2019-02-05 16:15 ET,amc,8k
VRTX,2019-04-30,2019-04-30,2019-04-30 16:09 ET,amc,8k
VRTX,2019-07-31,2019-07-31,2019-07-31 16:10 ET,amc,8k
VRTX,2019-10-30,2019-10-30,2019-10-30 16:09 ET,amc,8k
VRTX,2020-01-30,2020-01-30,2020-01-30 16:06 ET,amc,8k
VRTX,2020-04-29,2020-04-29,2020-04-29 16:14 ET,amc,8k
VRTX,2020-07-30,2020-07-30,2020-07-30 18:45 ET,amc,8k
VRTX,2020-10-29,2020-10-29,2020-10-29 16:04 ET,amc,8k
VRTX,2021-02-01,2021-02-01,2021-02-01 16:05 ET,amc,8k
VRTX,2021-04-29,2021-04-29,2021-04-29 16:09 ET,amc,8k
VRTX,2021-07-29,2021-07-29,2021-07-29 16:05 ET,amc,8k
VRTX,2021-11-02,2021-11-02,2021-11-02 16:05 ET,amc,8k
VRTX,2022-01-26,2022-01-26,2022-01-26 16:05 ET,amc,8k
VRTX,2022-05-05,2022-05-05,2022-05-05 16:04 ET,amc,8k
VRTX,2022-08-04,2022-08-04,2022-08-04 16:08 ET,amc,8k
VRTX,2022-10-27,2022-10-27,2022-10-27 16:06 ET,amc,8k
VRTX,2023-02-07,2023-02-07,2023-02-07 16:07 ET,amc,8k
VRTX,2023-05-01,2023-05-01,2023-05-01 16:08 ET,amc,8k
VRTX,2023-08-01,2023-08-01,2023-08-01 16:03 ET,amc,8k
VRTX,2023-11-06,2023-11-06,2023-11-06 16:05 ET,amc,8k
VRTX,2024-02-05,2024-02-05,2024-02-05 16:09 ET,amc,8k
VRTX,2024-05-06,2024-05-06,2024-05-06 16:03 ET,amc,8k
VRTX,2024-08-01,2024-08-01,2024-08-01 16:05 ET,amc,8k
VRTX,2024-11-04,2024-11-04,2024-11-04 16:02 ET,amc,8k
VRTX,2025-02-10,2025-02-10,2025-02-10 16:08 ET,amc,8k
VRTX,2025-05-05,2025-05-05,2025-05-05 16:10 ET,amc,8k
VRTX,2025-08-04,2025-08-04,2025-08-04 16:06 ET,amc,8k
VRTX,2025-11-03,2025-11-03,2025-11-03 16:06 ET,amc,8k
VRTX,2026-02-12,2026-02-12,2026-02-12 16:04 ET,amc,8k
VRTX,2026-05-04,2026-05-04,2026-05-04 16:05 ET,amc,8k
WBD,2018-02-27,2018-02-27,2018-02-27 07:54 ET,bmo,8k
WBD,2018-05-08,2018-05-08,2018-05-08 07:59 ET,bmo,8k
WBD,2018-08-07,2018-08-07,2018-08-07 07:55 ET,bmo,8k
WBD,2018-11-08,2018-11-08,2018-11-08 07:55 ET,bmo,8k
WBD,2019-02-26,2019-02-26,2019-02-26 07:51 ET,bmo,8k
WBD,2019-05-02,2019-05-02,2019-05-02 07:58 ET,bmo,8k
WBD,2019-08-06,2019-08-06,2019-08-06 07:58 ET,bmo,8k
WBD,2019-11-07,2019-11-07,2019-11-07 08:00 ET,bmo,8k
WBD,2020-02-27,2020-02-27,2020-02-27 07:21 ET,bmo,8k
WBD,2020-05-06,2020-05-06,2020-05-06 07:07 ET,bmo,8k
WBD,2020-08-05,2020-08-05,2020-08-05 07:21 ET,bmo,8k
WBD,2020-11-05,2020-11-05,2020-11-05 07:09 ET,bmo,8k
WBD,2021-02-22,2021-02-22,2021-02-22 07:07 ET,bmo,8k
WBD,2021-04-28,2021-04-28,2021-04-28 07:05 ET,bmo,8k
WBD,2021-08-03,2021-08-03,2021-08-03 07:10 ET,bmo,8k
WBD,2021-11-03,2021-11-03,2021-11-03 07:09 ET,bmo,8k
WBD,2022-02-24,2022-02-24,2022-02-24 07:05 ET,bmo,8k
WBD,2022-04-26,2022-04-26,2022-04-26 07:10 ET,bmo,8k
WBD,2022-08-04,2022-08-04,2022-08-04 16:53 ET,amc,8k
WBD,2022-11-03,2022-11-03,2022-11-03 16:06 ET,amc,8k
WBD,2023-02-23,2023-02-23,2023-02-23 16:03 ET,amc,8k
WBD,2023-05-05,2023-05-05,2023-05-05 07:03 ET,bmo,8k
WBD,2023-08-03,2023-08-03,2023-08-03 07:08 ET,bmo,8k
WBD,2023-11-08,2023-11-08,2023-11-08 07:04 ET,bmo,8k
WBD,2024-02-23,2024-02-23,2024-02-23 07:05 ET,bmo,8k
WBD,2024-05-09,2024-05-09,2024-05-09 07:06 ET,bmo,8k
WBD,2024-08-07,2024-08-07,2024-08-07 16:02 ET,amc,8k
WBD,2024-11-07,2024-11-07,2024-11-07 07:05 ET,bmo,8k
WBD,2025-02-27,2025-02-27,2025-02-27 07:05 ET,bmo,8k
WBD,2025-05-08,2025-05-08,2025-05-08 07:05 ET,bmo,8k
WBD,2025-08-07,2025-08-07,2025-08-07 07:06 ET,bmo,8k
WBD,2025-11-06,2025-11-06,2025-11-06 07:04 ET,bmo,8k
WBD,2026-02-26,2026-02-26,2026-02-26 07:06 ET,bmo,8k
WBD,2026-05-06,2026-05-06,2026-05-06 16:02 ET,amc,8k
WDAY,2018-02-27,2018-02-27,2018-02-27 16:09 ET,amc,8k
WDAY,2018-05-31,2018-05-31,2018-05-31 16:10 ET,amc,8k
WDAY,2018-09-04,2018-09-04,2018-09-04 16:12 ET,amc,8k
WDAY,2018-11-29,2018-11-29,2018-11-29 16:12 ET,amc,8k
WDAY,2019-02-28,2019-02-28,2019-02-28 16:21 ET,amc,8k
WDAY,2019-05-28,2019-05-28,2019-05-28 16:09 ET,amc,8k
WDAY,2019-08-29,2019-08-29,2019-08-29 16:09 ET,amc,8k
WDAY,2019-12-03,2019-12-03,2019-12-03 16:08 ET,amc,8k
WDAY,2020-02-27,2020-02-27,2020-02-27 16:07 ET,amc,8k
WDAY,2020-05-27,2020-05-27,2020-05-27 16:10 ET,amc,8k
WDAY,2020-08-27,2020-08-27,2020-08-27 16:07 ET,amc,8k
WDAY,2020-11-19,2020-11-19,2020-11-19 16:12 ET,amc,8k
WDAY,2021-02-25,2021-02-25,2021-02-25 16:12 ET,amc,8k
WDAY,2021-05-26,2021-05-26,2021-05-26 16:06 ET,amc,8k
WDAY,2021-08-26,2021-08-26,2021-08-26 16:12 ET,amc,8k
WDAY,2021-11-18,2021-11-18,2021-11-18 16:05 ET,amc,8k
WDAY,2022-02-28,2022-02-28,2022-02-28 16:04 ET,amc,8k
WDAY,2022-05-26,2022-05-26,2022-05-26 16:03 ET,amc,8k
WDAY,2022-08-25,2022-08-25,2022-08-25 16:03 ET,amc,8k
WDAY,2022-11-29,2022-11-29,2022-11-29 16:07 ET,amc,8k
WDAY,2023-02-27,2023-02-27,2023-02-27 16:06 ET,amc,8k
WDAY,2023-05-25,2023-05-25,2023-05-25 16:05 ET,amc,8k
WDAY,2023-08-24,2023-08-24,2023-08-24 16:04 ET,amc,8k
WDAY,2023-11-28,2023-11-28,2023-11-28 16:03 ET,amc,8k
WDAY,2024-02-26,2024-02-26,2024-02-26 16:02 ET,amc,8k
WDAY,2024-05-23,2024-05-23,2024-05-23 16:02 ET,amc,8k
WDAY,2024-08-22,2024-08-22,2024-08-22 16:02 ET,amc,8k
WDAY,2024-11-26,2024-11-26,2024-11-26 16:03 ET,amc,8k
WDAY,2025-02-25,2025-02-25,2025-02-25 16:02 ET,amc,8k
WDAY,2025-05-22,2025-05-22,2025-05-22 16:04 ET,amc,8k
WDAY,2025-08-21,2025-08-21,2025-08-21 16:05 ET,amc,8k
WDAY,2025-11-25,2025-11-25,2025-11-25 16:03 ET,amc,8k
WDAY,2026-02-24,2026-02-24,2026-02-24 16:02 ET,amc,8k
WDAY,2026-05-21,2026-05-21,2026-05-21 16:02 ET,amc,8k
WDC,2018-01-25,2018-01-25,2018-01-25 16:19 ET,amc,8k
WDC,2018-04-26,2018-04-26,2018-04-26 16:25 ET,amc,8k
WDC,2018-07-26,2018-07-26,2018-07-26 16:17 ET,amc,8k
WDC,2018-10-25,2018-10-25,2018-10-25 16:20 ET,amc,8k
WDC,2019-01-24,2019-01-24,2019-01-24 16:20 ET,amc,8k
WDC,2019-04-29,2019-04-29,2019-04-29 16:16 ET,amc,8k
WDC,2019-07-31,2019-07-31,2019-07-31 16:21 ET,amc,8k
WDC,2019-10-30,2019-10-30,2019-10-30 16:05 ET,amc,8k
WDC,2020-01-30,2020-01-30,2020-01-30 16:30 ET,amc,8k
WDC,2020-04-30,2020-04-30,2020-04-30 16:18 ET,amc,8k
WDC,2020-10-28,2020-10-28,2020-10-28 16:11 ET,amc,8k
WDC,2021-01-28,2021-01-28,2021-01-28 16:04 ET,amc,8k
WDC,2021-04-29,2021-04-29,2021-04-29 16:04 ET,amc,8k
WDC,2021-08-04,2021-08-04,2021-08-04 16:06 ET,amc,8k
WDC,2021-10-28,2021-10-28,2021-10-28 16:07 ET,amc,8k
WDC,2022-01-27,2022-01-27,2022-01-27 16:07 ET,amc,8k
WDC,2022-04-28,2022-04-28,2022-04-28 16:13 ET,amc,8k
WDC,2022-08-05,2022-08-05,2022-08-05 08:19 ET,bmo,8k
WDC,2022-10-27,2022-10-27,2022-10-27 08:08 ET,bmo,8k
WDC,2023-01-31,2023-01-31,2023-01-31 16:13 ET,amc,8k
WDC,2023-05-08,2023-05-08,2023-05-08 16:21 ET,amc,8k
WDC,2023-07-31,2023-07-31,2023-07-31 16:13 ET,amc,8k
WDC,2023-10-30,2023-10-30,2023-10-30 08:07 ET,bmo,8k
WDC,2024-01-25,2024-01-25,2024-01-25 16:10 ET,amc,8k
WDC,2024-04-25,2024-04-25,2024-04-25 16:30 ET,amc,8k
WDC,2024-07-31,2024-07-31,2024-07-31 16:13 ET,amc,8k
WDC,2024-10-24,2024-10-24,2024-10-24 16:12 ET,amc,8k
WDC,2025-01-29,2025-01-29,2025-01-29 16:15 ET,amc,8k
WDC,2025-04-30,2025-04-30,2025-04-30 08:05 ET,bmo,8k
WDC,2025-07-30,2025-07-30,2025-07-30 16:14 ET,amc,8k
WDC,2025-10-30,2025-10-30,2025-10-30 16:11 ET,amc,8k
WDC,2026-01-29,2026-01-29,2026-01-29 16:11 ET,amc,8k
WDC,2026-04-30,2026-04-30,2026-04-30 16:07 ET,amc,8k
WMT,2018-05-17,2018-05-17,2018-05-17 07:01 ET,bmo,8k
WMT,2018-08-16,2018-08-16,2018-08-16 07:00 ET,bmo,8k
WMT,2018-11-15,2018-11-15,2018-11-15 07:00 ET,bmo,8k
WMT,2019-05-16,2019-05-16,2019-05-16 07:00 ET,bmo,8k
WMT,2019-08-15,2019-08-15,2019-08-15 06:59 ET,bmo,8k
WMT,2019-11-14,2019-11-14,2019-11-14 07:00 ET,bmo,8k
WMT,2020-02-18,2020-02-18,2020-02-18 06:04 ET,bmo,8k
WMT,2020-05-19,2020-05-19,2020-05-19 06:58 ET,bmo,8k
WMT,2020-08-18,2020-08-18,2020-08-18 06:58 ET,bmo,8k
WMT,2020-11-17,2020-11-17,2020-11-17 06:59 ET,bmo,8k
WMT,2021-02-18,2021-02-18,2021-02-18 06:59 ET,bmo,8k
WMT,2021-05-18,2021-05-18,2021-05-18 06:57 ET,bmo,8k
WMT,2021-08-17,2021-08-17,2021-08-17 06:58 ET,bmo,8k
WMT,2021-11-16,2021-11-16,2021-11-16 07:01 ET,bmo,8k
WMT,2022-02-17,2022-02-17,2022-02-17 07:01 ET,bmo,8k
WMT,2022-05-17,2022-05-17,2022-05-17 06:58 ET,bmo,8k
WMT,2022-08-16,2022-08-16,2022-08-16 07:00 ET,bmo,8k
WMT,2022-11-15,2022-11-15,2022-11-15 07:00 ET,bmo,8k
WMT,2023-02-21,2023-02-21,2023-02-21 07:00 ET,bmo,8k
WMT,2023-05-18,2023-05-18,2023-05-18 06:59 ET,bmo,8k
WMT,2023-08-17,2023-08-17,2023-08-17 06:59 ET,bmo,8k
WMT,2023-11-16,2023-11-16,2023-11-16 06:59 ET,bmo,8k
WMT,2024-02-20,2024-02-20,2024-02-20 06:59 ET,bmo,8k
WMT,2024-05-16,2024-05-16,2024-05-16 06:59 ET,bmo,8k
WMT,2024-08-15,2024-08-15,2024-08-15 06:59 ET,bmo,8k
WMT,2024-11-19,2024-11-19,2024-11-19 06:59 ET,bmo,8k
WMT,2025-02-20,2025-02-20,2025-02-20 06:57 ET,bmo,8k
WMT,2025-05-15,2025-05-15,2025-05-15 06:58 ET,bmo,8k
WMT,2025-08-21,2025-08-21,2025-08-21 06:59 ET,bmo,8k
WMT,2025-11-20,2025-11-20,2025-11-20 06:58 ET,bmo,8k
WMT,2026-02-19,2026-02-19,2026-02-19 06:59 ET,bmo,8k
WMT,2026-05-21,2026-05-21,2026-05-21 06:59 ET,bmo,8k
XEL,2018-02-06,2018-02-07,2018-02-06 18:44 ET,amc,8k
XEL,2018-04-25,2018-04-26,2018-04-25 17:48 ET,amc,8k
XEL,2018-07-25,2018-07-26,2018-07-25 17:50 ET,amc,8k
XEL,2018-10-24,2018-10-25,2018-10-24 17:47 ET,amc,8k
XEL,2019-01-30,2019-01-31,2019-01-30 18:00 ET,amc,8k
XEL,2019-04-24,2019-04-25,2019-04-24 18:07 ET,amc,8k
XEL,2019-07-31,2019-08-01,2019-07-31 17:41 ET,amc,8k
XEL,2019-10-24,2019-10-24,2019-10-24 06:08 ET,bmo,8k
XEL,2020-01-29,2020-01-30,2020-01-29 18:16 ET,amc,8k
XEL,2020-05-06,2020-05-07,2020-05-06 17:41 ET,amc,8k
XEL,2020-07-29,2020-07-30,2020-07-29 19:08 ET,amc,8k
XEL,2020-10-28,2020-10-29,2020-10-28 18:43 ET,amc,8k
XEL,2021-01-27,2021-01-28,2021-01-27 18:29 ET,amc,8k
XEL,2021-04-28,2021-04-29,2021-04-28 17:41 ET,amc,8k
XEL,2021-07-28,2021-07-29,2021-07-28 17:49 ET,amc,8k
XEL,2022-01-26,2022-01-27,2022-01-26 17:47 ET,amc,8k
XEL,2022-04-27,2022-04-28,2022-04-27 17:51 ET,amc,8k
XEL,2022-07-27,2022-07-28,2022-07-27 17:36 ET,amc,8k
XEL,2022-10-26,2022-10-27,2022-10-26 17:46 ET,amc,8k
XEL,2023-01-25,2023-01-26,2023-01-25 17:39 ET,amc,8k
XEL,2023-04-26,2023-04-27,2023-04-26 17:46 ET,amc,8k
XEL,2023-07-26,2023-07-27,2023-07-26 18:10 ET,amc,8k
XEL,2023-10-26,2023-10-27,2023-10-26 19:19 ET,amc,8k
XEL,2024-01-24,2024-01-25,2024-01-24 18:05 ET,amc,8k
XEL,2024-04-24,2024-04-25,2024-04-24 17:36 ET,amc,8k
XEL,2024-07-31,2024-08-01,2024-07-31 17:39 ET,amc,8k
XEL,2024-10-30,2024-10-31,2024-10-30 17:47 ET,amc,8k
XEL,2025-02-05,2025-02-06,2025-02-05 17:53 ET,amc,8k
XEL,2025-04-23,2025-04-24,2025-04-23 17:35 ET,amc,8k
XEL,2025-07-30,2025-07-31,2025-07-30 17:45 ET,amc,8k
XEL,2025-10-29,2025-10-30,2025-10-29 17:35 ET,amc,8k
XEL,2026-02-04,2026-02-05,2026-02-04 18:30 ET,amc,8k
XEL,2026-04-29,2026-04-30,2026-04-29 17:43 ET,amc,8k
XEL,2026-07-29,2026-07-30,2026-07-29 17:52 ET,amc,8k
